Account,Followers,Quality_Audience,ER,Est_Post_Price,Avg_Reels_View,Category,Interests,Turkey,Comment_Rate,Score,Sponsored_Reels_View,Campaign_Reach,Performance_Ratio,Cost_Per_Reach,Link_Clicks,Cost_Per_Click,Actual_Campaign_Cost
nilufer_thaiyoga,1903,1286,5.754073,20.0,1070,"Child Health, Health Issues, Health & Medicine, Alternative Medicine, Women's Health, Mental Health, Medicine, Medical Research, Yoga, Medical Education","Health & Medicine : 74%, Meditative Practices : 66%, Yoga : 56%, Parenting & Relationships : 45%, Beauty : 43%, Fashion : 41%, Fitness & Bodybuilding : 39%, Social Issues : 38%, Religion : 36%, Skincare : 34%, Educational : 34%, Business and Careers : 33%, Unboxings : 33%, Philanthropy & Charity : 32%, Biology : 30%, Makeup : 30%, Traveling : 28%, Politics : 27%, Luxury : 26%, Haircare : 25%, Modeling : 24%, Hiking & Trekking : 24%, Finance & Accounting : 23%, Nutritious Foods : 22%, Film & Television : 21%",76,0.28,80,,,,,,,
talhacoach,1810,1284,6.60221,20.0,3317,"Sports, Basketball, Handball, Football & Soccer, Baseball, Volleyball, Rugby, Kids Sports, Hockey","Baseball : 86%, Volleyball : 85%, Basketball : 85%, Football & Soccer : 80%, American Football : 69%, Wrestling : 62%, Ice Hockey : 60%, Fitness & Bodybuilding : 58%, Running & Athletics : 58%, Boxing : 52%, Entertainment : 46%, Film & Television : 45%, Tennis : 43%, Politics : 43%, Social Issues : 43%, Fashion : 40%, Yoga : 39%, Dance : 37%, Health & Medicine : 35%, Theater : 35%, Traveling : 33%, Beauty : 33%, Physics : 32%, Stand-up Comedy : 31%, Business and Careers : 28%",84,0.22,80,,,,,,,
yukselaaktas,1632,1282,6.985294,20.0,1128,"Social Issues, Travel Agencies, Political Leaders, Politics, Cultural & Historical Travel, Relocation, Friendship, Social Organisations, Travel, Social Clubs","Politics : 87%, Social Issues : 85%, Film & Television : 71%, Traveling : 40%, Entertainment : 40%, Business and Careers : 35%, Religion : 33%, Unboxings : 33%, Fashion : 30%, Theater : 25%, Philanthropy & Charity : 23%, Finance & Accounting : 22%, Beauty : 21%, Hiking & Trekking : 21%, Parenting & Relationships : 21%, Dining & Nightlife : 20%, Technology & Gadgets : 20%",77,0.32,80,,,,,,,
cb.aslihanaltay,1549,1281,4.906391,20.0,1425,"Real Estate, Career, Sales & Marketing, Personal Development, Online Education, Social Issues, Startups, Hobbies, Math & Engineering Education, Social Organisations","Entertainment : 54%, Film & Television : 53%, Social Issues : 51%, Theater : 48%, Business and Careers : 44%, Fashion : 44%, Dance : 42%, Unboxings : 41%, Politics : 40%, Parenting & Relationships : 40%, Beauty : 35%, Music : 33%, Finance & Accounting : 32%, Health & Medicine : 30%, Philanthropy & Charity : 30%, DIY Projects : 28%, Modeling : 27%, Traveling : 27%, Luxury : 27%, Property & Real Estate : 27%, Stand-up Comedy : 26%, Makeup : 26%, Architecture & Design : 24%, Skincare : 24%, Handicrafts : 24%",62,0.22,80,,,,,,,
petiborkekikatolye,1645,1274,6.413374,20.0,2898,,,62,0.27,80,,,,,,,
necdet.ulker,2026,1273,15.054294,20.0,4027,"Running, Sports, Trail Running, Gym & Fitness, Gymnastics, Kids Sports, Cycling, Outdoor Activities, Golf, Snowboarding","Running & Athletics : 92%, Snowboarding : 88%, Fitness & Bodybuilding : 85%, Motorsports : 79%, Skateboarding : 73%, Yoga : 60%, Physics : 59%, Hiking & Trekking : 55%, Volleyball : 54%, Health & Medicine : 49%, Wrestling : 48%, Boxing : 44%, Basketball : 36%, Surfing : 36%, Traveling : 36%, Ice Hockey : 33%, Fashion : 33%, Football & Soccer : 32%, Social Issues : 31%, Baseball : 28%, Motorcycles : 28%, Politics : 28%, Biology : 24%, Beauty : 24%, Theater : 24%",63,0.79,80,,,,,,,
ayhnkalkan,1697,1269,5.686506,20.0,3909,"Politics, Political Leaders, Social Issues, Religious Organizations, Social Organisations, Love & Intimacy, Romantic Relationships & Dating, Pastor, Religion & Spirituality, Political Shows","Social Issues : 95%, Politics : 94%, Film & Television : 80%, Religion : 50%, Business and Careers : 45%, Traveling : 34%, Unboxings : 34%, Philanthropy & Charity : 33%, Entertainment : 32%, Theater : 27%, Football & Soccer : 27%, Finance & Accounting : 26%, Parenting & Relationships : 24%, Fashion : 21%",75,0.19,80,,,,,,,
sznac,1693,1269,5.375074,20.0,3264,"Entertainment, Movies & TV Shows, Theater, Political Shows, TV Show, Cinema, Singer, TV Series, Actors or Actress, Movies","Film & Television : 84%, Entertainment : 82%, Theater : 73%, Politics : 64%, Social Issues : 56%, Dance : 39%, Music : 38%, Unboxings : 29%, Religion : 29%, Fashion : 23%, Beauty : 23%, Traveling : 22%",61,0.28,80,,,,,,,
senliktaskisla,1761,1268,8.546281,20.0,10742,"Political Shows, Social Issues, Politics, Pop Art, Social Organisations, Social Studies Education, Art & Design, Hobbies, Political Leaders, Books","Politics : 69%, Social Issues : 68%, Film & Television : 62%, Entertainment : 59%, Theater : 50%, Handicrafts : 34%, Literature : 34%, Music : 33%, Unboxings : 33%, Traveling : 32%, Dance : 27%, Anime, Manga & Comics : 27%, Business and Careers : 27%, Fashion : 26%, Religion : 24%, DIY Projects : 24%, Technology & Gadgets : 23%, Photography : 22%, Football & Soccer : 22%, Stand-up Comedy : 22%, Educational : 22%, Finance & Accounting : 20%",70,0.2,80,,,,,,,
willow__co,1524,1255,14.468504,20.0,5914,"Music, Singer, Theater, Music Tour, Entertainment, Headphones, Pop Art, Dance, Movies & TV Shows, Political Shows","Entertainment : 86%, Theater : 86%, Music : 73%, Dance : 68%, Film & Television : 52%, Stand-up Comedy : 50%, Politics : 29%, Social Issues : 28%, Fashion : 28%, Unboxings : 25%, Photography : 21%, Modeling : 20%, Traveling : 20%, Beauty : 19%",77,1.22,90,,,,,,,
atasehirhalkdanslari,1539,1254,7.374919,20.0,9610,"Theater, Dance, Political Shows, Entertainment, Singer, Social Clubs, Romantic Relationships & Dating, Political Leaders, Movies & TV Shows, Sex & Sexuality","Entertainment : 76%, Theater : 72%, Film & Television : 67%, Social Issues : 60%, Politics : 57%, Dance : 47%, Music : 47%, Unboxings : 36%, Fashion : 35%, Beauty : 30%, Parenting & Relationships : 30%, Business and Careers : 29%, Religion : 28%, Health & Medicine : 27%, Stand-up Comedy : 26%, Traveling : 26%, Meditative Practices : 25%, Philanthropy & Charity : 22%, Modeling : 21%, Yoga : 21%",73,0.22,80,,,,,,,
m.samibagcilar,1368,1254,7.127193,20.0,8135,,,45,0.26,80,,,,,,,
metuswimming,1734,1250,6.459054,20.0,4717,"Sports, Crossfit, Volleyball, Wwimming, Handball, Kids Sports, Gymnastics, Football & Soccer, Hockey, Golf","Fitness & Bodybuilding : 77%, Volleyball : 75%, Running & Athletics : 72%, Wrestling : 69%, Yoga : 61%, Boxing : 56%, Basketball : 55%, Physics : 54%, Baseball : 51%, Snowboarding : 46%, Football & Soccer : 45%, Traveling : 45%, Fashion : 45%, Health & Medicine : 45%, Skateboarding : 42%, Ice Hockey : 41%, Dance : 41%, Tennis : 40%, Hiking & Trekking : 38%, Entertainment : 38%, Motorsports : 36%, Beauty : 34%, Film & Television : 33%, Surfing : 32%, Modeling : 28%",68,0.26,80,,,,,,,
sinerjikulubu,1471,1247,6.798097,20.0,3627,"Religious Organizations, Political Leaders, Career, Social Issues, Politics, Social Organisations, Professional Associations, Political Shows, Social Studies Education, Leadership & Motivation",,73,1.37,90,,,,,,,
ayhanilkay,1679,1245,7.355569,20.0,3610,"Gogs, Cats, Pets, Pet Accessories, Pet Health, Exotic Pets","Social Issues : 73%, Pet Care : 67%, Politics : 51%, Ecology : 48%, Children's Games & Toys : 48%, Film & Television : 38%, Parenting & Relationships : 35%, Unboxings : 33%, Hiking & Trekking : 32%, Outdoor Camping : 25%, Philanthropy & Charity : 25%, Entertainment : 24%, Biology : 24%, Fashion : 24%, Traveling : 24%, Beauty : 24%, Religion : 20%, Stand-up Comedy : 20%, Theater : 20%",64,0.8,90,,,,,,,
serdarerenb,1403,1230,11.404134,20.0,8532,"Travel Agencies, Travel, Skydiving, Cultural & Historical Travel, Relocation, Marine Life, Hiking & Trekking, Beautiful Nature, Wildlife & Nature, Ecology","Traveling : 73%, Social Issues : 64%, Hiking & Trekking : 63%, Ecology : 49%, Fashion : 48%, Beauty : 48%, Film & Television : 46%, Politics : 43%, Outdoor Camping : 39%, Volleyball : 33%, Entertainment : 33%, Fitness & Bodybuilding : 32%, Pet Care : 31%, Space Exploration : 29%, Modeling : 28%, Unboxings : 27%, Business and Careers : 27%, Dance : 26%, Yachting & Sailing : 25%, Health & Medicine : 25%, Theater : 25%, Snowboarding : 25%, Makeup : 25%, Yoga : 24%, Space & Astronomy : 24%",55,0.65,90,,,,,,,
keremgenc.wav,1644,1228,5.231144,20.0,2173,"Music, Headphones, Music Tour, Singer, Entertainment, Social Clubs, Pop Art, Theater, Political Shows, Dance","Entertainment : 79%, Theater : 74%, Music : 66%, Film & Television : 54%, Dance : 54%, Stand-up Comedy : 41%, Politics : 38%, Social Issues : 35%, Traveling : 27%, Unboxings : 23%, Photography : 23%, Fashion : 22%, Technology & Gadgets : 22%, Handicrafts : 22%",58,0.3,80,,,,,,,
halimedokcinisanatcisi,1577,1227,6.055802,20.0,2666,"Crafts, Art & Design, Decoration, Pottery, Ceramic Art, Architecture, Art, Furniture Stores, Handmade & DIY, Vintage & Antique","Handicrafts : 80%, DIY Projects : 74%, Architecture & Design : 63%, Politics : 49%, Theater : 48%, Property & Real Estate : 45%, Photography : 44%, Social Issues : 43%, Interior Design : 41%, Film & Television : 37%, Unboxings : 37%, Entertainment : 35%, Fashion : 30%, Luxury : 27%, Traveling : 27%, Music : 23%, Stand-up Comedy : 21%, Anime, Manga & Comics : 21%, Modeling : 21%, Dance : 20%, Technology & Gadgets : 20%",57,0.33,80,,,,,,,
ahmeturutuk,1583,1226,5.211623,20.0,1168,"Cinema, Pop Art, Technology, Entertainment, Street Art, Photography, Movies & TV Shows, Digital Art, Art, Theater","Entertainment : 71%, Film & Television : 65%, Theater : 65%, Fashion : 44%, Music : 42%, Photography : 42%, Dance : 38%, Politics : 37%, Traveling : 36%, Technology & Gadgets : 31%, Modeling : 30%, Stand-up Comedy : 30%, Beauty : 29%, Social Issues : 28%, Unboxings : 25%, Luxury : 25%, Cosplay : 21%, Handicrafts : 20%, Hiking & Trekking : 20%",58,0.25,80,,,,,,,
linrecords,1543,1226,9.105638,20.0,10685,"Music, Singer, Headphones, Music Tour, Entertainment, Theater, Pop Art, Political Shows, Movies & TV Shows, Love & Intimacy","Entertainment : 83%, Theater : 74%, Music : 64%, Film & Television : 60%, Dance : 56%, Politics : 40%, Social Issues : 38%, Stand-up Comedy : 36%, Fashion : 31%, Traveling : 23%, Unboxings : 22%, Beauty : 22%, Religion : 20%",73,0.31,80,,,,,,,
murtezaalbayrak,1663,1225,5.051112,20.0,1199,"Digital Art, Art, Painting, Parody & Sketches","Anime, Manga & Comics : 84%, Handicrafts : 67%, DIY Projects : 58%, Photography : 56%, Literature : 55%, Film & Television : 49%, Entertainment : 46%, Cosplay : 41%, Theater : 39%, Architecture & Design : 32%, Social Issues : 25%, Unboxings : 24%, Dance : 22%, Politics : 22%",62,0.26,80,,,,,,,
deniz.agan,1629,1216,6.108042,20.0,12080,"Music, Music Tour, Headphones, Singer, Entertainment, Theater, Social Clubs, Dance, Standup, TV Show","Entertainment : 94%, Music : 92%, Theater : 88%, Dance : 82%, Stand-up Comedy : 78%, Film & Television : 40%",68,0.19,80,,,,,,,
ozgurdiri,1589,1216,5.569541,20.0,1701,"Cars, Motorbikes, Vehicles, Electric Cars, Luxury Cars, Bicycles, Mountains, Natural Disasters, Drones","Automobiles : 91%, Motorcycles : 89%, Motorsports : 83%, Technology & Gadgets : 73%, Skateboarding : 71%, Politics : 54%, Snowboarding : 53%, Film & Television : 53%, Hiking & Trekking : 52%, Traveling : 47%, Social Issues : 39%, Outdoor Camping : 39%, Ecology : 38%, Aviation : 34%, Photography : 32%, Entertainment : 30%, Space Exploration : 30%, Theater : 29%, Surfing : 21%, Space & Astronomy : 20%",81,0.2,80,,,,,,,
semagunaydinn18,1513,1209,9.68275,20.0,5654,"Romantic Relationships & Dating, Shopping & Fashion Travel, Love & Intimacy, Travel Agencies, Travel, Cultural & Historical Travel, Lingerie & Intimates, Fashion Trends, Formal Wear, Smartphones","Fashion : 71%, Traveling : 64%, Beauty : 62%, Film & Television : 49%, Politics : 49%, Social Issues : 44%, Modeling : 42%, Luxury : 42%, Unboxings : 41%, Makeup : 29%, Entertainment : 29%, Theater : 29%, Hiking & Trekking : 27%, Photography : 24%, Skincare : 22%, Parenting & Relationships : 22%, Dance : 21%",65,0.21,80,,,,,,,
flamenkodeli.flamenkokerime,1615,1203,6.780186,20.0,1695,"Dance, Music, Singer, Entertainment, Music Tour, Theater, Social Clubs","Entertainment : 89%, Theater : 82%, Dance : 82%, Music : 69%, Film & Television : 56%, Stand-up Comedy : 46%, Fashion : 41%, Beauty : 31%, Traveling : 29%, Modeling : 24%, Unboxings : 24%, Yoga : 23%, Social Issues : 23%, Fitness & Bodybuilding : 22%, Politics : 21%, Cosplay : 21%, Health & Medicine : 21%",71,0.63,80,,,,,,,
altugercis,1801,1200,10.327596,20.0,3661,"Politics, Social Organisations, Social Issues, Startups, Relocation, Political Leaders, Sales & Marketing, Social Studies Education, Vehicles, Government","Politics : 80%, Social Issues : 80%, Film & Television : 67%, Motorcycles : 51%, Business and Careers : 51%, Automobiles : 49%, Entertainment : 48%, Motorsports : 48%, Technology & Gadgets : 46%, Finance & Accounting : 41%, Traveling : 41%, Fashion : 39%, Football & Soccer : 38%, Theater : 37%, Volleyball : 32%, Philanthropy & Charity : 30%, Hiking & Trekking : 29%, Unboxings : 28%, Beauty : 28%, Modeling : 25%, American Football : 25%, Baseball : 25%, Dance : 25%, Skateboarding : 24%, Stand-up Comedy : 24%",74,0.29,80,,,,,,,
kemal_yasar_luthier,1568,1197,5.133929,20.0,5141,"Crafts, Pottery","Entertainment : 67%, Theater : 61%, Handicrafts : 58%, Music : 53%, Stand-up Comedy : 52%, Dance : 46%, DIY Projects : 45%, Film & Television : 43%, Architecture & Design : 41%, Property & Real Estate : 29%, Technology & Gadgets : 27%, Interior Design : 26%, Social Issues : 26%, Politics : 25%, Unboxings : 23%, Photography : 21%",52,0.26,80,,,,,,,
dt.suleisgor,1759,1196,4.604889,20.0,1281,"Dentistry, Alternative Medicine, Eye Health, Skincare, Soap Making, Beauty Health, Hair Health, Haircare, Organic Beauty, Medical Research","Politics : 63%, Social Issues : 60%, Skincare : 53%, Health & Medicine : 51%, Business and Careers : 49%, Haircare : 44%, Finance & Accounting : 42%, Unboxings : 40%, Nail Care : 40%, Makeup : 34%, Beauty : 34%, Philanthropy & Charity : 34%, Parenting & Relationships : 34%, Religion : 30%, Fashion : 29%, Film & Television : 28%, Meditative Practices : 28%, Traveling : 24%, DIY Projects : 23%, Luxury : 23%, Volleyball : 22%, Biology : 22%, Football & Soccer : 21%",60,0.24,80,,,,,,,
saygiunlu,1431,1193,5.450734,20.0,17087,,"Politics : 72%, Social Issues : 72%, Film & Television : 69%, Traveling : 46%, Entertainment : 45%, Business and Careers : 45%, Theater : 41%, Fashion : 41%, Unboxings : 35%, Finance & Accounting : 29%, Beauty : 28%, Hiking & Trekking : 28%, Photography : 28%, Modeling : 28%, Religion : 25%, Philanthropy & Charity : 24%, Luxury : 23%, Parenting & Relationships : 22%, Educational : 22%, Football & Soccer : 20%",66,0.21,80,,,,,,,
genckizilay34z,1273,1192,7.384132,15.0,4466,"Religious Organizations, Social Issues, Social Organisations, Religion & Spirituality, Political Leaders, Politics, Nonprofit Organizations, Pastor, Addiction & Recovery, Social Studies Education","Social Issues : 88%, Politics : 88%, Film & Television : 67%, Business and Careers : 46%, Religion : 44%, Philanthropy & Charity : 40%, Entertainment : 34%, Unboxings : 33%, Parenting & Relationships : 33%, Finance & Accounting : 27%, Traveling : 27%, Theater : 27%, Educational : 23%, Fashion : 23%, Hiking & Trekking : 23%, Beauty : 23%, Ecology : 22%, Football & Soccer : 21%, Pet Care : 20%, Health & Medicine : 20%",85,0.85,90,,,,,,,
esmegulmsrl,1495,1188,12.64214,20.0,5147,,,60,1.1,90,,,,,,,
dogan_gonul,1598,1186,7.947434,20.0,835,"Love & Intimacy, Romantic Relationships & Dating, Entertainment, Singer, Political Shows, Wedding, Sex & Sexuality, Headphones, Blended Families, Pop Art","Entertainment : 68%, Film & Television : 58%, Theater : 57%, Dance : 47%, Social Issues : 46%, Politics : 44%, Music : 43%, Unboxings : 41%, Fashion : 40%, Beauty : 34%, Parenting & Relationships : 33%, Stand-up Comedy : 30%, Business and Careers : 28%, Makeup : 26%, Health & Medicine : 26%, Traveling : 26%, Religion : 26%, Modeling : 25%, Skincare : 25%, Luxury : 24%, Meditative Practices : 22%, Haircare : 21%, Nail Care : 20%",61,0.28,80,,,,,,,
comusosyalsorumlulukkulubu,1407,1180,6.041222,20.0,3913,"Social Issues, Religious Organizations, Social Organisations, Political Leaders, Religion & Spirituality, Politics, Social Studies Education, Addiction & Recovery, Nonprofit Organizations, Charity","Politics : 94%, Social Issues : 92%, Film & Television : 72%, Religion : 57%, Business and Careers : 52%, Philanthropy & Charity : 50%, Entertainment : 42%, Finance & Accounting : 39%, Theater : 30%, Educational : 30%, Traveling : 25%, Unboxings : 24%, Football & Soccer : 24%, Parenting & Relationships : 24%, Pet Care : 20%",77,0.62,90,,,,,,,
hknshort,1521,1177,7.034845,20.0,1499,"Romantic Relationships & Dating, Love & Intimacy, Cultural & Historical Travel, Social Issues, Politics, Travel Agencies, Political Leaders, Political Shows, Movies & TV Shows, Social Organisations","Politics : 78%, Social Issues : 75%, Film & Television : 73%, Traveling : 51%, Entertainment : 43%, Unboxings : 39%, Theater : 38%, Fashion : 37%, Beauty : 37%, Business and Careers : 28%, Religion : 27%, Hiking & Trekking : 27%, Parenting & Relationships : 24%, Modeling : 23%, Makeup : 21%, Luxury : 21%, Photography : 20%",69,0.34,80,,,,,,,
gulgunknbr,1629,1176,8.993247,20.0,5903,"Gymnastics, Hobbies, Physics, Gym & Fitness, Running, Sleep Health, Activewear, Actors or Actress, Kids Sports, Sports","Fashion : 54%, Fitness & Bodybuilding : 52%, Traveling : 46%, Yoga : 44%, Film & Television : 43%, Entertainment : 42%, Dance : 40%, Snowboarding : 40%, Running & Athletics : 39%, Health & Medicine : 37%, Politics : 37%, Theater : 36%, Modeling : 36%, Beauty : 35%, Motorsports : 35%, Volleyball : 34%, Skateboarding : 34%, Hiking & Trekking : 34%, Social Issues : 31%, Wrestling : 30%, Physics : 30%, Unboxings : 28%, Luxury : 25%, Photography : 24%, Boxing : 22%",70,0.59,90,,,,,,,
muratavniyurekli,1543,1175,8.230719,20.0,2592,"Movies & TV Shows, Political Shows, Entertainment, Theater, TV Show, TV Series, Cinema, Singer, Romantic Relationships & Dating, Movies","Film & Television : 76%, Entertainment : 71%, Theater : 66%, Social Issues : 56%, Politics : 54%, Fashion : 33%, Music : 30%, Traveling : 29%, Dance : 29%, Unboxings : 24%, Beauty : 24%, Modeling : 22%, Religion : 22%, Luxury : 21%, Photography : 20%, Hiking & Trekking : 20%, Cosplay : 20%",68,0.27,80,,,,,,,
